ID	SCT_ID	SCT_FSN	Laterality_ID	Laterality	Short_Code	Multi_Factor	Status	Deprecate_Reason	Diagnostic	Interventional	Substitute	Preferred	Synonym1	Synonym2	Synonym3
59022	432115009	Radionuclide ventriculography at cardiac rest (procedure)			NRVEN	1	A		Y	N		NM Cardiac ventriculography rest	Cardiac ventriculogram rest NM	RNCV rest	NM MUGA rest
59023	429801001	Single photon emission computed tomography ventriculography at cardiac rest (procedure)			NRVENO	1	A		Y	N		NM Cardiac ventriculography rest SPECT	Cardiac ventriculogram rest NM SPECT	RNCV rest SPECT	NM MUGA rest SPECT
59024	433225000	Radionuclide samarium 153 ethylenediamine tetramethylene phosphonic acid therapy (procedure)			NS153Y	1	I	X	N	Y	NS153Y	NM Samarium-153 EDTMP therapy	Sm153 EDTMP therapy NM	Samarium 153 EDTMP therapy NM	
59025	433246009	Radionuclide study for small bowel transit time (procedure)			NSBTS	1	A		Y	N		NM Small bowel transit study	Small Bowel Transit Study NM		
59026	431656008	Radiolabeled 23 selena-25-homotaurocholate selenium 75 bile study (procedure)			NSEBS	1	I	X	Y	N	NSEBS	NM Radionuclide SeHCAT bile study	SeHCAT bile study NM		
59027	432548002	Radionuclide imaging of bile acid absorption (procedure)			NSEHC	1	A		Y	N		NM Bile acid absorption study	Bile acid absorption study NM		
59028	433028008	Radionuclide sentinel lymph node study (procedure)			NSENT	1	A		N	Y		NM Sentinel node Loc and imaging	Sentinel node Loc and imaging NM		
59029	429824008	Single photon emission computed tomography of brain using thallium (procedure)			NSKTHO	1	A		Y	N		NM Brain scan Thallium SPECT			
59030	431350006	Single photon emission computed tomography scintimammography (procedure)	7771000	Left (qualifier value)	NSMALO	1	A		Y	N		NM Breast scintimammogram SPECT Lt			
59031	431350006	Single photon emission computed tomography scintimammography (procedure)	24028007	Right (qualifier value)	NSMARO	1	A		Y	N		NM Breast scintimammogram SPECT Rt			
59032	429821000	Single photon emission computed tomography cardiac stress ventriculography (procedure)			NSRNVO	1	A		Y	N		NM Cardiac ventriculography stress SPECT	Cardiac ventriculogram stress NM SPECT	RNCV stress SPECT	NM MUGA stress SPECT
59033	432155006	Radionuclide ventriculography at cardiac stress (procedure)			NSVEN	1	A		Y	N		NM Cardiac ventriculography stress	Cardiac ventriculogram stress NM	RNCV stress	NM MUGA stress
59034	433805008	Fine needle aspiration and core needle biopsy of breast using ultrasound guidance (procedure)	51440002	Right and left (qualifier value)	UMAABB	2	A		Y	N		US Guided FNA and core Bx of breast Both	Breast FNA and core Bx US guided Both		
59035	433805008	Fine needle aspiration and core needle biopsy of breast using ultrasound guidance (procedure)	7771000	Left (qualifier value)	UMAALB	1	A		Y	N		US Guided FNA and core Bx of breast Lt	Breast FNA and core Bx US guided Lt		
59036	433805008	Fine needle aspiration and core needle biopsy of breast using ultrasound guidance (procedure)	24028007	Right (qualifier value)	UMAARB	1	A		Y	N		US Guided FNA and core Bx of breast Rt	Breast FNA and core Bx US guided Rt		
59037	432550005	Core needle biopsy of breast using ultrasound guidance (procedure)	51440002	Right and left (qualifier value)	UMACBB	2	A		Y	N		US Guided core biopsy of breast Both	Breast core biopsy US guided Both		
59038	432550005	Core needle biopsy of breast using ultrasound guidance (procedure)	7771000	Left (qualifier value)	UMACLB	1	A		Y	N		US Guided core biopsy breast Lt	Breast core biopsy US guided Lt		
59039	432550005	Core needle biopsy of breast using ultrasound guidance (procedure)	24028007	Right (qualifier value)	UMACRB	1	A		Y	N		US Guided core biopsy breast Rt	Breast core biopsy US guided Rt		
59040	433779008	Injection of dye into breast using ultrasound guidance (procedure)	51440002	Right and left (qualifier value)	UMADBJ	2	A		N	Y		US Guided dye injection breast Both	Breast dye injection US guided Both		
59041	433779008	Injection of dye into breast using ultrasound guidance (procedure)	7771000	Left (qualifier value)	UMADLJ	1	A		N	Y		US Guided dye injection breast Lt	Breast dye injection US guided Lt		
59042	433779008	Injection of dye into breast using ultrasound guidance (procedure)	24028007	Right (qualifier value)	UMADRJ	1	A		N	Y		US Guided dye injection breast Rt	Breast dye injection US guided Rt		
59043	432337008	Fine needle aspiration biopsy of breast using ultrasound guidance (procedure)	51440002	Right and left (qualifier value)	UMAFBB	2	A		Y	N		US Guided FNA biopsy breast Both	Breast FNA biopsy US guided Both		
59044	432337008	Fine needle aspiration biopsy of breast using ultrasound guidance (procedure)	7771000	Left (qualifier value)	UMAFLB	1	A		Y	N		US Guided FNA biopsy breast Lt	Breast FNA biopsy US guided Lt		
59045	432337008	Fine needle aspiration biopsy of breast using ultrasound guidance (procedure)	24028007	Right (qualifier value)	UMAFRB	1	A		Y	N		US Guided FNA biopsy breast Rt	Breast FNA biopsy US guided Rt		
59046	431717009	Injection of marker into breast using ultrasound guidance (procedure)	51440002	Right and left (qualifier value)	UMAMBI	2	A		N	Y		US Guided marker insertion breast Both	Breast marker insertion US guided Both		
59047	431717009	Injection of marker into breast using ultrasound guidance (procedure)	7771000	Left (qualifier value)	UMAMLI	1	A		N	Y		US Guided marker insertion breast Lt	Breast marker insertion US guided Lt		
59048	431717009	Injection of marker into breast using ultrasound guidance (procedure)	24028007	Right (qualifier value)	UMAMRI	1	A		N	Y		US Guided marker insertion breast Rt	Breast marker insertion US guided Rt		
59049	432073007	Injection of radioactive tracer into breast using ultrasound guidance (procedure)	51440002	Right and left (qualifier value)	UMARBJ	2	A		Y	N		US Guided radiotracer Inj breast Both	Breast radiotracer Inj US guided Both		
59050	432073007	Injection of radioactive tracer into breast using ultrasound guidance (procedure)	7771000	Left (qualifier value)	UMARLJ	1	A		Y	N		US Guided radiotracer Inj breast Lt	Breast radiotracer Inj US guided Lt		
59051	432073007	Injection of radioactive tracer into breast using ultrasound guidance (procedure)	24028007	Right (qualifier value)	UMARRJ	1	A		Y	N		US Guided radiotracer Inj breast Rt	Breast radiotracer Inj US guided Rt		
59052	432157003	Vacuum assisted biopsy of breast using ultrasound guidance (procedure)	51440002	Right and left (qualifier value)	UMAVBB	2	A		Y	N		US Guided Vac Ass biopsy of breast Both	Breast Vac Ass biopsy US guided Both		
59053	432157003	Vacuum assisted biopsy of breast using ultrasound guidance (procedure)	7771000	Left (qualifier value)	UMAVLB	1	A		Y	N		US Guided Vac Ass biopsy of breast Lt	Breast biopsy Vac Ass US guided Lt		
59054	432157003	Vacuum assisted biopsy of breast using ultrasound guidance (procedure)	24028007	Right (qualifier value)	UMAVRB	1	A		Y	N		US Guided Vac Ass biopsy of breast Rt	Breast biopsy Vac Ass US guided Rt		
59055	433222002	Insertion of guide wire into breast using ultrasound guidance (procedure)	51440002	Right and left (qualifier value)	UMAWB	2	A		N	Y		US Guided guidewire Loc breast Both	Breast guidewire Loc US guided Both		
59056	433222002	Insertion of guide wire into breast using ultrasound guidance (procedure)	7771000	Left (qualifier value)	UMAWL	1	A		N	Y		US Guided guidewire Loc breast Lt	Breast guidewire Loc US guided Lt		
59057	433222002	Insertion of guide wire into breast using ultrasound guidance (procedure)	24028007	Right (qualifier value)	UMAWR	1	A		N	Y		US Guided guidewire Loc breast Rt	Breast guidewire Loc US guided Rt		
59058	433069004	Marking of skin of breast using ultrasound guidance (procedure)	51440002	Right and left (qualifier value)	UMAXB	2	A		N	Y		US Guided skin marking breast Both	Breast skin marking US guided Both		
59059	433069004	Marking of skin of breast using ultrasound guidance (procedure)	7771000	Left (qualifier value)	UMAXL	1	A		N	Y		US Guided skin marking breast Lt	Breast skin marking US guided Lt		
59060	433069004	Marking of skin of breast using ultrasound guidance (procedure)	24028007	Right (qualifier value)	UMAXR	1	A		N	Y		US Guided skin marking breast Rt	Breast skin marking US guided Rt		
59061	432089005	Marking of skin over long saphenous vein using ultrasound guidance (procedure)	7771000	Left (qualifier value)	UMLSL	1	A		Y	N		US Marking long saphenous vein Lt	Long saphenous vein marking US Lt		
59062	432089005	Marking of skin over long saphenous vein using ultrasound guidance (procedure)	24028007	Right (qualifier value)	UMLSR	1	A		Y	N		US Marking long saphenous vein Rt	Long saphenous vein marking US Rt		
59063	432217006	Biopsy of neck using ultrasound guidance (procedure)			UNECKB	1	A		Y	N		US Guided biopsy neck	Neck biopsy US guided	Biopsy neck US guided	
59064	431588009	Radionuclide iodine 131 therapy for thyrotoxicosis (procedure)			NT131Y	1	A		N	Y		NM Thyroid I131 thyrotoxicosis therapy	I131 Thyrotoxicosis therapy NM	Thyrotoxicosis therapy I131 NM	
59065	433585003	Radionuclide thyroid technetium 99 uptake study (procedure)			NT99A	1	I	X	Y	N	NT99A	NM Tc99m antibody diagnostic study	Tc99m antibody diagnostic study NM	Antibody diagnostic study Tc99m NM	
59066	433738007	Radionuclide thyroid imaging using technetium metaiodobenzylguanidine (procedure)			NTHTM	1	I	X	Y	N	NTHTM	NM Thyroid Technetium MIBI			
59067	432050004	Technetium uptake study of thyroid (procedure)			NTTCU	1	I	X	Y	N	NTTCU	NM Thyroid Scan with uptake Technetium			
59068	432051000	Thallium 201 uptake study of thyroid (procedure)			NTTHA	1	I	X	Y	N	NTTHA	NM Thyroid Thallium 201			
59069	432116005	Single photon emission computed tomography of tumor (procedure)			NTUIWO	1	A		Y	N		NM Tumour imaging SPECT	Tumour imaging SPECT		
59070	431881009	Radionuclide imaging of varicocele (procedure)			NVAR	1	A		Y	N		NM Varicocele	Varicocele NM		
59071	431745003	Single photon emission computed tomography using technetium (99m-Tc) exametazine labeled leucocytes (procedure)			NWCHMO	1	A		Y	N		NM White cell HMPAO SPECT			
59072	432041001	Radionuclide imaging of whole body using technetium (99m-Tc) exametazine labeled leukocytes (procedure)			NWCHW	1	A		Y	N		NM White cell HMPAO whole body			
59073	431191001	Single photon emission computed tomography indium 111 leukocyte study (procedure)			NWINDO	1	A		Y	N		NM White cell Indium 111 scan SPECT	In111 White cell scan SPECT	White cell scan In111 SPECT	
59074	431743005	Yttrium 90 somatostatin analog therapy (procedure)			NY90AY	1	A		N	Y		NM Y90 Somatostatin analogue therapy	Y90 Somatostatin analogue therapy NM	Somatostatin Y90 analogue therapy NM	
59075	431512001	Ultrasound doppler flow mapping of artery of upper limb (procedure)	51440002	Right and left (qualifier value)	UAAMB	2	A		Y	N		US Doppler artery map upper limb Both	Doppler artery map upper limb US Both		
59076	431512001	Ultrasound doppler flow mapping of artery of upper limb (procedure)	7771000	Left (qualifier value)	UAAML	1	A		Y	N		US Doppler artery map upper limb Lt	Doppler artery map upper limb US Lt		
59077	431512001	Ultrasound doppler flow mapping of artery of upper limb (procedure)	24028007	Right (qualifier value)	UAAMR	1	A		Y	N		US Doppler artery map upper limb Rt	Doppler artery map upper limb US Rt		
59078	432853001	Ultrasonography of anterior abdominal wall (procedure)			UABDA	1	A		Y	N		US Anterior Abdominal Wall	Abdomen Anterior Wall US		
59079	433043005	Insertion of drain into abdomen using ultrasound guidance (procedure)			UABDOD	1	A		N	Y		US Guided drainage abdomen	Drainage abdo US	Abdo drainage US	
59080	432556004	Aspiration of abdomen using ultrasound guidance (procedure)			UABDON	1	A		N	Y		US Guided aspiration abdomen	Aspiration abdo US		
59081	430270007	Ablation using ultrasound guidance (procedure)			UABLTA	1	A		N	Y		US Guided ablation	Ablation US guided		
59082	432545004	Cardiac radiofrequency ablation using ultrasound guidance (procedure)			UABRFA	1	A		N	Y		US Guided cardiac RF ablation	Cardiac ablation RF US guided		
59083	431844005	Ultrasonography of acromioclavicular joint (procedure)	51440002	Right and left (qualifier value)	UACJB	2	A		Y	N		US Acromioclavicular joint Both	Acromioclavicular joint US Both		
59084	431844005	Ultrasonography of acromioclavicular joint (procedure)	7771000	Left (qualifier value)	UACJL	1	A		Y	N		US Acromioclavicular joint Lt	Acromioclavicular joint US Lt		
59085	431844005	Ultrasonography of acromioclavicular joint (procedure)	24028007	Right (qualifier value)	UACJR	1	A		Y	N		US Acromioclavicular joint Rt	Acromioclavicular joint US Rt		
59086	432872001	Injection of ankle using ultrasound guidance (procedure)	51440002	Right and left (qualifier value)	UANKBJ	2	A		N	Y		US Guided injection ankle Both	Ankle injection US guided Both		
59087	432872001	Injection of ankle using ultrasound guidance (procedure)	7771000	Left (qualifier value)	UANKLJ	1	A		N	Y		US Guided injection ankle Lt	Ankle injection US guided Lt		
59088	432872001	Injection of ankle using ultrasound guidance (procedure)	24028007	Right (qualifier value)	UANKRJ	1	A		N	Y		US Guided injection ankle Rt	Ankle injection US guided Rt		
59089	431653000	Doppler ultrasonography of aorta and iliac artery (procedure)			UAORI	1	A		Y	N		US Doppler aortoiliac	Doppler aortoiliac US	Aortoiliac doppler US	
59090	433223007	Doppler ultrasonography of aorta (procedure)			UAOTD	1	A		Y	N		US Doppler aorta	Doppler aorta US	Aorta doppler US	
59091	431201002	Ultrasonography of artery (procedure)			UARTE	1	A		Y	N		US Arterial	Arterial US		
59092	432557008	Aspiration using ultrasound guidance (procedure)			UASPNN	1	A		N	Y		US Guided aspiration	Aspiration US Guided		
59093	431394000	Ultrasound doppler flow mapping of vein of upper limb (procedure)	51440002	Right and left (qualifier value)	UAVMB	2	A		Y	N		US Doppler vein map upper limb Both	Doppler vein map upper limb US Both		
59094	431394000	Ultrasound doppler flow mapping of vein of upper limb (procedure)	7771000	Left (qualifier value)	UAVML	1	A		Y	N		US Doppler vein map upper limb Lt	Doppler vein map upper limb US Lt		
59095	431394000	Ultrasound doppler flow mapping of vein of upper limb (procedure)	24028007	Right (qualifier value)	UAVMR	1	A		Y	N		US Doppler vein map upper limb Rt	Doppler vein map upper limb US Rt		
59096	432635009	Ultrasonography of axilla (procedure)	51440002	Right and left (qualifier value)	UAXIB	2	I	X	Y	N	UAXIB	US Axilla Both	Axilla US Both		
59097	432313008	Core needle biopsy of axilla using ultrasound guidance (procedure)	51440002	Right and left (qualifier value)	UAXIBB	2	A		Y	N		US Guided core biopsy axilla Both	Axilla core biopsy US guided Both		
59098	431364006	Fine needle aspiration biopsy of axilla using ultrasound guidance (procedure)	51440002	Right and left (qualifier value)	UAXIBN	2	A		N	Y		US Guided FNA axilla Both	Axilla FNA US guided Both		
59099	432635009	Ultrasonography of axilla (procedure)	7771000	Left (qualifier value)	UAXIL	1	I	X	Y	N	UAXIL	US Axilla Lt	Axilla US scan Lt		
59100	432313008	Core needle biopsy of axilla using ultrasound guidance (procedure)	7771000	Left (qualifier value)	UAXILB	1	A		Y	N		US Guided core biopsy axilla Lt	Axilla core biopsy US guided Lt		
59101	431364006	Fine needle aspiration biopsy of axilla using ultrasound guidance (procedure)	7771000	Left (qualifier value)	UAXILN	1	A		N	Y		US Guided FNA axilla Lt	Axilla FNA US guided Lt		
59102	432635009	Ultrasonography of axilla (procedure)	24028007	Right (qualifier value)	UAXIR	1	I	X	Y	N	UAXIR	US Axilla Rt	Axilla US scan Rt		
59103	432313008	Core needle biopsy of axilla using ultrasound guidance (procedure)	24028007	Right (qualifier value)	UAXIRB	1	A		Y	N		US Guided core biopsy axilla Rt	Axilla core biopsy US guided Rt		
59104	431364006	Fine needle aspiration biopsy of axilla using ultrasound guidance (procedure)	24028007	Right (qualifier value)	UAXIRN	1	A		N	Y		US Guided FNA axilla Rt	Axilla FNA US guided Rt		
59105	431848008	Barbotage of joint using ultrasound guidance (procedure)			UBAJTJ	1	A		N	Y		US Guided barbotage of joint	Barbotage of joint US guided		
59106	432667007	Ultrasonography of biceps tendon (procedure)	7771000	Left (qualifier value)	UBCTL	1	A		Y	N		US Biceps tendon Lt	Biceps tendon US Lt		
59107	432667007	Ultrasonography of biceps tendon (procedure)	24028007	Right (qualifier value)	UBCTR	1	A		Y	N		US Biceps tendon Rt	Biceps tendon US Rt		
59108	432667007	Ultrasonography of biceps tendon (procedure)	51440002	Right and left (qualifier value)	UBICBP	2	A		Y	N		US Biceps tendon Both	Biceps tendon US Both		
59109	432812009	Biopsy of bone using ultrasound guidance (procedure)			UBONEB	1	A		Y	N		US Guided biopsy bone	Bone biopsy US guided		
59110	432818008	Biopsy of buttock using ultrasound guidance (procedure)	7771000	Left (qualifier value)	UBUTLB	1	I	X	Y	N	UBUTLB	US Guided biopsy buttock Lt	Buttock biopsy US guided Lt		
59111	432818008	Biopsy of buttock using ultrasound guidance (procedure)	24028007	Right (qualifier value)	UBUTRB	1	I	X	Y	N	UBUTRB	US Guided biopsy buttock Rt	Buttock biopsy US guided Rt		
59112	433221009	Celiac plexus block using ultrasound guidance (procedure)			UCAB	1	A		N	Y		US Guided coeliac plexus block	Coeliac axis block US guided	US Guided coeliac axis block	
59113	431622002	Ultrasonography of calf (procedure)	51440002	Right and left (qualifier value)	UCAFB	2	A		Y	N		US Calf Both	Calf US Both		
59114	431622002	Ultrasonography of calf (procedure)	7771000	Left (qualifier value)	UCAFL	1	A		Y	N		US Calf Lt	Calf US Lt		
59115	431622002	Ultrasonography of calf (procedure)	24028007	Right (qualifier value)	UCAFR	1	A		Y	N		US Calf Rt	Calf US Rt		
59116	431514000	Cardiac septostomy using ultrasound guidance (procedure)			UCASE	1	A		N	Y		US Guided cardiac septostomy	Cardiac septostomy US guided		
59117	431757007	Ultrasonography of pleural cavity (procedure)			UCHES	1	A		Y	N		US Thorax and pleural cavity	US Chest and pleural cavity	Chest and pleural cavity US	Thorax and pleural cavity US
59118	431618007	Insertion of drain into thorax using ultrasound guidance (procedure)			UCHESD	1	A		N	Y		US Guided drainage thorax	Thorax drainage US guided	US Guided drainage chest	Chest drainage US guided
59119	432539007	Aspiration of thorax using ultrasound guidance (procedure)			UCHESN	1	A		N	Y		US Guided aspiration thorax	Thorax aspiration US guided	US Guided aspiration chest	Chest aspiration US guided
59120	433169002	Ultrasonography of clavicular region (procedure)	51440002	Right and left (qualifier value)	UCLAB	2	A		Y	N		US Clavicle Both	Clavicle US Both		
59121	433169002	Ultrasonography of clavicular region (procedure)	7771000	Left (qualifier value)	UCLAL	1	A		Y	N		US Clavicle Lt	Clavicle US Lt		
59122	433169002	Ultrasonography of clavicular region (procedure)	24028007	Right (qualifier value)	UCLAR	1	A		Y	N		US Clavicle Rt	Clavicle US Rt		
59123	432372006	Ultrasonography of coccyx (procedure)			UCOCX	1	A		Y	N		US Coccyx	Coccyx US		
59124	431945005	Intravascular ultrasonography of coronary artery using fluoroscopic guidance (procedure)			UCORA	1	A		Y	N		US Intracoronary	Intracoronary US		
59125	431756003	Ultrasonography of cranial cavity (procedure)			UCRAN	1	A		Y	N		US Cranial contents	Cranial contents US		
59126	433033007	Ultrasonography of cardiac ventricle for resynchronization (procedure)			UCRSY	1	A		Y	N		US Resynchronisation echocardiogram	Echocardiogram cardiac Resynch US		
59127	431623007	Ultrasonography of cervical spine (procedure)			UCSPN	1	A		Y	N		US Spine cervical	Cervical spine US		
59128	431779002	Insertion of central venous catheter using doppler ultrasound guidance (procedure)			UDCVA	1	A		Y	N		US Doppler for central venous access	Doppler central venous access US		
59129	432273003	Insertion of drain using ultrasound guidance (procedure)			UDRAID	1	I	X	N	Y	UDRAID	US Guided drainage	Drainage US guided		
59130	433156001	Intraoperative epiaortic ultrasonography (procedure)			UEACD	1	A		Y	N		US Intraoperative epiaortic scan	Epiaortic intraoperative US		
59131	431553009	Endoanal ultrasound examination of rectal sphincter (procedure)			UEASS	1	A		Y	N		US Endoanal sphincter scan	Endoanal sphincter US		
59132	433168005	Biopsy of elbow using ultrasound guidance (procedure)	51440002	Right and left (qualifier value)	UELBBB	2	A		Y	N		US Guided biopsy elbow Both	Elbow biopsy US guided Both		
59133	432873006	Injection of elbow using ultrasound guidance (procedure)	51440002	Right and left (qualifier value)	UELBBJ	2	A		N	Y		US Guided injection elbow Both	Elbow injection US guided Both		
59134	432311005	Aspiration of elbow using ultrasound guidance (procedure)	51440002	Right and left (qualifier value)	UELBBN	2	A		N	Y		US Guided aspiration elbow Both	Elbow aspiration US guided Both		
59135	433168005	Biopsy of elbow using ultrasound guidance (procedure)	7771000	Left (qualifier value)	UELBLB	1	A		Y	N		US Guided biopsy elbow Lt	Elbow biopsy US guided Lt		
59136	432873006	Injection of elbow using ultrasound guidance (procedure)	7771000	Left (qualifier value)	UELBLJ	1	A		N	Y		US Guided injection elbow Lt	Elbow injection US guided Lt		
59137	432311005	Aspiration of elbow using ultrasound guidance (procedure)	7771000	Left (qualifier value)	UELBLN	1	A		N	Y		US Guided aspiration elbow Lt	Elbow aspiration US guided Lt		
59138	433168005	Biopsy of elbow using ultrasound guidance (procedure)	24028007	Right (qualifier value)	UELBRB	1	A		Y	N		US Guided biopsy elbow Rt	Elbow biopsy US guided Rt		
59139	432873006	Injection of elbow using ultrasound guidance (procedure)	24028007	Right (qualifier value)	UELBRJ	1	A		N	Y		US Guided injection elbow Rt	Elbow injection US guided Rt		
59140	432311005	Aspiration of elbow using ultrasound guidance (procedure)	24028007	Right (qualifier value)	UELBRN	1	A		N	Y		US Guided aspiration elbow Rt	Elbow aspiration US guided Rt		
59141	431805002	Embolization using ultrasound guidance (procedure)			UEMBOE	1	A		N	Y		US Guided embolisation	Embolisation US guided		
59142	429820004	Endorectal ultrasonography (procedure)			UEREC	1	A		Y	N		US Endorectal scan	Endorectal scan US		
59143	433167000	Biopsy of radius and ulna using ultrasound guidance (procedure)	51440002	Right and left (qualifier value)	UFARBB	2	A		Y	N		US Guided biopsy radius and ulna Both	Radius and ulna biopsy US guided Both		
59144	433167000	Biopsy of radius and ulna using ultrasound guidance (procedure)	7771000	Left (qualifier value)	UFARLB	1	A		Y	N		US Guided biopsy radius and ulna Lt	Radius and ulna biopsy US guided Lt		
59145	433167000	Biopsy of radius and ulna using ultrasound guidance (procedure)	24028007	Right (qualifier value)	UFARRB	1	A		Y	N		US Guided biopsy radius and ulna Rt	Radius and ulna biopsy US guided Rt		
59146	432849003	Ultrasonography of forefoot (procedure)	51440002	Right and left (qualifier value)	UFFOB	2	A		Y	N		US Forefoot Both	Forefoot US Both		
59147	432849003	Ultrasonography of forefoot (procedure)	7771000	Left (qualifier value)	UFFOL	1	A		Y	N		US Forefoot Lt	Forefoot US Lt		
59148	432849003	Ultrasonography of forefoot (procedure)	24028007	Right (qualifier value)	UFFOR	1	A		Y	N		US Forefoot Rt	Forefoot US Rt		
59149	432398000	Biopsy of foot using ultrasound guidance (procedure)	51440002	Right and left (qualifier value)	UFOOBB	2	A		Y	N		US Guided biopsy foot Both	Foot biopsy US guided Both		
59150	432106002	Injection of foot using ultrasound guidance (procedure)	51440002	Right and left (qualifier value)	UFOOBJ	2	A		N	Y		US Guided injection foot Both	Foot injection US guided Both		
59151	432148009	Aspiration of foot using ultrasound guidance (procedure)	51440002	Right and left (qualifier value)	UFOOBN	2	A		N	Y		US Guided aspiration foot Both	Foot aspiration US guided Both		
59152	432398000	Biopsy of foot using ultrasound guidance (procedure)	7771000	Left (qualifier value)	UFOOLB	1	A		Y	N		US Guided biopsy foot Lt	Foot biopsy US guided Lt		
59153	432106002	Injection of foot using ultrasound guidance (procedure)	7771000	Left (qualifier value)	UFOOLJ	1	A		N	Y		US Guided injection foot Lt	Foot injection US guided Lt		
59154	432148009	Aspiration of foot using ultrasound guidance (procedure)	7771000	Left (qualifier value)	UFOOLN	1	A		N	Y		US Guided aspiration foot Lt	Foot aspiration US guided Lt		
59155	432398000	Biopsy of foot using ultrasound guidance (procedure)	24028007	Right (qualifier value)	UFOORB	1	A		Y	N		US Guided biopsy foot Rt	Foot biopsy US guided Rt		
59156	432106002	Injection of foot using ultrasound guidance (procedure)	24028007	Right (qualifier value)	UFOORJ	1	A		N	Y		US Guided injection foot Rt	Foot injection US guided Rt		
59157	432148009	Aspiration of foot using ultrasound guidance (procedure)	24028007	Right (qualifier value)	UFOORN	1	A		N	Y		US Guided aspiration foot Rt	Foot aspiration US guided Rt		
59158	432787004	Transvaginal ultrasonography for follicle monitoring (procedure)			UFOTV	1	A		Y	N		US Follicular tracking transvaginal	Follicular tracking US TV		
59159	431895007	Ultrasonography of graft (procedure)			UGRAF	1	A		Y	N		US Graft surveillance	Graft surveillance US		
59160	433136002	Biopsy of hand using ultrasound guidance (procedure)	51440002	Right and left (qualifier value)	UHANBB	2	A		Y	N		US Guided biopsy hand Both	Hand biopsy US guided Both		
59161	432147004	Injection of hand using ultrasound guidance (procedure)	51440002	Right and left (qualifier value)	UHANBJ	2	A		N	Y		US Guided injection hand Both	Hand injection US guided Both		
59162	432107006	Aspiration of hand using ultrasound guidance (procedure)	51440002	Right and left (qualifier value)	UHANBN	2	A		N	Y		US Guided aspiration hand Both	Hand aspiration US guided Both		
59163	433136002	Biopsy of hand using ultrasound guidance (procedure)	7771000	Left (qualifier value)	UHANLB	1	A		Y	N		US Guided biopsy hand Lt	Hand biopsy US guided Lt		
59164	432147004	Injection of hand using ultrasound guidance (procedure)	7771000	Left (qualifier value)	UHANLJ	1	A		N	Y		US Guided injection hand Lt	Hand injection US guided Lt		
59165	432107006	Aspiration of hand using ultrasound guidance (procedure)	7771000	Left (qualifier value)	UHANLN	1	A		N	Y		US Guided aspiration hand Lt	Hand aspiration US guided Lt		
59166	433136002	Biopsy of hand using ultrasound guidance (procedure)	24028007	Right (qualifier value)	UHANRB	1	A		Y	N		US Guided biopsy hand Rt	Hand biopsy US guided Rt		
59167	432147004	Injection of hand using ultrasound guidance (procedure)	24028007	Right (qualifier value)	UHANRJ	1	A		N	Y		US Guided injection hand Rt	Hand injection US guided Rt		
59168	432107006	Aspiration of hand using ultrasound guidance (procedure)	24028007	Right (qualifier value)	UHANRN	1	A		N	Y		US Guided aspiration hand Rt	Hand aspiration US guided Rt		
59169	432668002	Ultrasonography of hand and wrist (procedure)	51440002	Right and left (qualifier value)	UHAWB	2	A		Y	N		US Hand and wrist Both	Hand and wrist US Both		
59170	432668002	Ultrasonography of hand and wrist (procedure)	7771000	Left (qualifier value)	UHAWL	1	A		Y	N		US Hand and wrist Lt	Hand and wrist US Lt		
59171	432668002	Ultrasonography of hand and wrist (procedure)	24028007	Right (qualifier value)	UHAWR	1	A		Y	N		US Hand and wrist Rt	Hand and wrist US Rt		
59172	431843004	Ultrasonography of subtalar joint (procedure)	51440002	Right and left (qualifier value)	UHFOB	2	A		Y	N		US Subtalar joint Both	US Hindfoot Both		
59173	431843004	Ultrasonography of subtalar joint (procedure)	7771000	Left (qualifier value)	UHFOL	1	A		Y	N		US Subtalar joint Lt	US Hindfoot Lt		
59174	431843004	Ultrasonography of subtalar joint (procedure)	24028007	Right (qualifier value)	UHFOR	1	A		Y	N		US Subtalar joint Rt	US Hindfoot Rt		
59175	432373001	Biopsy of hip using ultrasound guidance (procedure)	51440002	Right and left (qualifier value)	UHIPBB	2	A		Y	N		US Guided biopsy hip Both	Hip biopsy US guided Both		
59176	431979006	Injection of hip using ultrasound guidance (procedure)	51440002	Right and left (qualifier value)	UHIPBJ	2	A		N	Y		US Guided injection hip Both	Hip injection US guided Both		
59177	432237005	Aspiration of hip using ultrasound guidance (procedure)	51440002	Right and left (qualifier value)	UHIPBN	2	A		N	Y		US Guided aspiration hip Both	Hip aspiration US guided Both		
59178	432373001	Biopsy of hip using ultrasound guidance (procedure)	7771000	Left (qualifier value)	UHIPLB	1	A		Y	N		US Guided biopsy hip Lt	Hip biopsy US guided Lt		
59179	431979006	Injection of hip using ultrasound guidance (procedure)	7771000	Left (qualifier value)	UHIPLJ	1	A		N	Y		US Guided injection hip Lt	Hip injection US guided Lt		
59180	432237005	Aspiration of hip using ultrasound guidance (procedure)	7771000	Left (qualifier value)	UHIPLN	1	A		N	Y		US Guided aspiration hip Lt	Hip aspiration US guided Lt		
59181	432373001	Biopsy of hip using ultrasound guidance (procedure)	24028007	Right (qualifier value)	UHIPRB	1	A		Y	N		US Guided biopsy hip Rt	Hip biopsy US guided Rt		
59182	431979006	Injection of hip using ultrasound guidance (procedure)	24028007	Right (qualifier value)	UHIPRJ	1	A		N	Y		US Guided injection hip Rt	Hip injection US guided Rt		
